filename,task,expected_text,grade
fjwtpl.wav,deletion,right,KG
mzejfh.wav,sentence_repetition,next time we go to the pool here do not jump in without your sunscreen,2
denuwq.wav,nonword_repetition,vugoobuhcheen,KG
cznllp.wav,nonword_repetition,geftohgneeb,1
doymvi.wav,nonword_repetition,mookbowf,KG
gbhloi.wav,deletion,cool,KG
kkswwz.wav,sentence_repetition,lily could not have dessert until she ate her dinner,KG
jqdfau.wav,blending,box,KG
crmnvb.wav,nonword_repetition,feeb,KG
aputqh.wav,nonword_repetition,gahyf,KG
dtpgqx.wav,nonword_repetition,huhvohkdooteyf,KG
jfjqjh.wav,blending,rabbit,KG
azpgwv.wav,nonword_repetition,mowteydpermeek,KG
ljiocc.wav,sentence_repetition,there werent any letters in the neighbors mailbox,KG
eukhaj.wav,deletion,tell,KG
gmafos.wav,deletion,ask,KG
mbzvcb.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
fmenjc.wav,deletion,round,KG
hkefac.wav,deletion,tell,1
iplrxb.wav,blending,sheep,KG
mvamev.wav,sentence_repetition,if you are hungry make snacks with whatever is in the kitchen,2
lalqbi.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3
eqxenk.wav,deletion,chain,1
gjbhkc.wav,deletion,bee,KG
mwhsok.wav,sentence_repetition,the children can play but they need to be quiet,1
hcifft.wav,deletion,lap,KG
bvupoc.wav,nonword_repetition,goomdachahytowb,2
cunnfo.wav,nonword_repetition,goomdachahytowb,1
kdokhk.wav,sentence_repetition,immediately after school the children do not complete their homework but play soccer instead,3
iavrkv.wav,blending,rabbit,KG
kioqaq.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
hvbbty.wav,blending,first,KG
csynrd.wav,nonword_repetition,vuhbowkeiv,KG
gieoyl.wav,deletion,old,KG
ebrmnu.wav,nonword_repetition,nuhvoikheyf,KG
beifiw.wav,nonword_repetition,tohfpeeg,KG
fixvnp.wav,deletion,free,KG
gjlonu.wav,deletion,fish,KG
kaqvjg.wav,sentence_repetition,would he rather play soccer or watch the game on tv,2
eheldl.wav,nonword_repetition,kuhcheyvap,KG
cvkelr.wav,nonword_repetition,merchagahyk,KG
ktdtlv.wav,sentence_repetition,the bat wakes up at night and tries to catch small bugs,3
msoccz.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
dziulk.wav,nonword_repetition,kuhcheyvap,KG
gucfmb.wav,deletion,cook,KG
hwxrhe.wav,blending,football,KG
bqbtbd.wav,nonword_repetition,mohgheedoovnoim,2
hhztkx.wav,deletion,bee,KG
kdrspw.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG
dkvvtf.wav,nonword_repetition,kahymheypoivtuhvook,1
igkltm.wav,blending,mud,KG
bkrslb.wav,nonword_repetition,vugoobuhcheen,KG
lkdniw.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
hwuple.wav,blending,frog,KG
dallma.wav,nonword_repetition,gowb,KG
hwjjbb.wav,blending,cow,KG
cojjlc.wav,nonword_repetition,meevteyfohg,KG
kkhayk.wav,sentence_repetition,will we play games at your cousins party,KG
eebdxo.wav,nonword_repetition,goomdachahytowb,1
bepbcn.wav,nonword_repetition,deefkurvuhgoob,KG
callha.wav,nonword_repetition,gowb,KG
bltijx.wav,nonword_repetition,vahftombuhgoid,KG
mqasdr.wav,sentence_repetition,the small truck was hit by the car that was going too fast,KG
ceakuj.wav,nonword_repetition,davhowterboif,1
jnsvln.wav,blending,fly,KG
ijvzyd.wav,blending,umbrella,KG
hzxuzi.wav,blending,football,KG
ejeypa.wav,deletion,ore,KG
lfcibd.wav,sentence_repetition,that banana in the bowl on the counter doesnt look ripe enough to eat,2
mwsaed.wav,sentence_repetition,although she had already eaten breakfast her father made her a snack,KG
cpnpgv.wav,nonword_repetition,davhowterboif,1
dhcjsg.wav,nonword_repetition,neemvoik,1
lqziod.wav,sentence_repetition,the birds are flying quickly,KG
bmmecd.wav,nonword_repetition,voimkeeg,KG
ewinfe.wav,deletion,pay,1
hdgklq.wav,deletion,kid,KG
kagnmb.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
mbboik.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
myilqb.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,3
edynba.wav,nonword_repetition,chohgfeem,KG
ksqenc.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
jaubiz.wav,blending,snake,KG
aegzmm.wav,nonword_repetition,keevnamoiftowg,2
ilwcfs.wav,blending,apple,KG
lidqic.wav,sentence_repetition,why does the science lab smell like smoke,1
hgytgs.wav,deletion,air,KG
jpxdec.wav,blending,cupcake,KG
gnlkel.wav,deletion,eat,1
hkwjru.wav,deletion,lap,KG
creerh.wav,nonword_repetition,kuhcheyvap,KG
eavmls.wav,nonword_repetition,duhpakuhtayf,KG
myruup.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
ksfjgg.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
dlbngz.wav,nonword_repetition,bowmhoideegmohf,1
jypcjo.wav,sentence_repetition,are we going to our uncles farm to feed his baby pigs this week,2
hoaadk.wav,deletion,ore,1
dqmtiv.wav,nonword_repetition,chav,KG
gvarnn.wav,deletion,car,KG
iwcujc.wav,blending,potato,KG
bmtljd.wav,nonword_repetition,moidheyf,KG
fyjbek.wav,deletion,compete,2
csflcn.wav,nonword_repetition,forbmuhteevheynohg,2
dxxddt.wav,nonword_repetition,duhpeygeem,KG
bkdoyi.wav,nonword_repetition,towneebvookahyb,2
ivkqkc.wav,blending,umbrella,KG
gomwrp.wav,deletion,sum,KG
mritli.wav,sentence_repetition,the coat was not worn by his sister,1
autglj.wav,nonword_repetition,geemtohf,KG
dlnwwq.wav,nonword_repetition,gahyfmowb,KG
glecfe.wav,deletion,ask,KG
ceozdm.wav,nonword_repetition,kuhcheyvap,1
cdunhc.wav,nonword_repetition,neygfowtvahkeeb,1
fkhtjz.wav,deletion,air,KG
clbfeb.wav,nonword_repetition,mohgheedoovnoim,2
cbsexc.wav,nonword_repetition,choig,1
eidlex.wav,nonword_repetition,cheemkeev,KG
dzorms.wav,nonword_repetition,dowkheefpuhgoov,KG
azigyz.wav,nonword_repetition,kahyvdowk,KG
dkpwum.wav,nonword_repetition,towneebvookahyb,2
axifux.wav,nonword_repetition,toovhohgneeb,KG
ljokrr.wav,sentence_repetition,blow out the candle on the windowsill,KG
kkqlae.wav,sentence_repetition,jenna left the birthday party early because she felt sick,KG
aclbhq.wav,nonword_repetition,kuhcheyvap,1
hfokqj.wav,deletion,bee,KG
fcwlco.wav,deletion,pay,1
fhvuca.wav,deletion,bell,2
bkluia.wav,nonword_repetition,kurcheypheef,1
fzpfmd.wav,deletion,nap,KG
hgwalm.wav,deletion,go,KG
lsyvhz.wav,sentence_repetition,put the food in the freezer before you leave,KG
jcvuea.wav,blending,kite,KG
kekfdv.wav,sentence_repetition,although she had already eaten breakfast her father made her a snack,1
cbhgbq.wav,nonword_repetition,moifteyvook,KG
mqhswb.wav,sentence_repetition,what do you want to do after reading this book,1
luhhtd.wav,sentence_repetition,do not forget to take pictures at your uncles wedding next week,KG
gmnild.wav,deletion,free,KG
abrxgi.wav,nonword_repetition,vohp,KG
lzeebw.wav,sentence_repetition,the girl who made that big cake went to the store by herself,2
bfnnuq.wav,nonword_repetition,tevkeeberfowt,1
jvibro.wav,blending,wig,KG
hlcmlf.wav,deletion,road,KG
brncwk.wav,nonword_repetition,kuhcheyvap,1
icbxnk.wav,blending,pancake,KG
emrhvn.wav,deletion,for,KG
itrazs.wav,blending,umbrella,KG
bddciu.wav,nonword_repetition,kuhcheyvap,1
aznppk.wav,nonword_repetition,boifneekahyb,KG
bxsyot.wav,nonword_repetition,vugoobuhcheen,1
iwrjrl.wav,blending,wig,KG
cemmei.wav,nonword_repetition,davhowterboif,1
ieytji.wav,blending,smell,KG
myufzf.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3
bqqbqd.wav,nonword_repetition,goomdachahytowb,1
jabwky.wav,blending,food,KG
dnhbgr.wav,nonword_repetition,kefnuhvohkmerforb,KG
hvutvi.wav,blending,tiger,KG
msjtwt.wav,sentence_repetition,the horse was ridden by the boy,KG
jlaesb.wav,blending,strawberry,KG
elomfx.wav,deletion,tray,2
ftggbn.wav,deletion,ate,KG
kltmtz.wav,sentence_repetition,the children can play but they need to be quiet,KG
jjkpsd.wav,blending,rabbit,KG
bbznkl.wav,nonword_repetition,kurcheypheef,1
cvwrji.wav,nonword_repetition,goomdachahytowb,2
hrbssb.wav,blending,baby,KG
forxur.wav,deletion,eat,2
mtyxfy.wav,sentence_repetition,the children can play but they need to be quiet,KG
igxrxy.wav,blending,mouse,KG
miptnq.wav,sentence_repetition,a beautiful piano sat in the attic,KG
fhgtyi.wav,deletion,tell,KG
etulht.wav,deletion,ask,KG
duksdr.wav,nonword_repetition,vugoobuhcheen,1
lqyuhz.wav,sentence_repetition,the horse was ridden by the boy,KG
fkolmd.wav,deletion,ate,KG
lffrdg.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1
cmrppg.wav,nonword_repetition,dowkheefpuhgoov,KG
gnrwoz.wav,deletion,bed,KG
kkktxe.wav,sentence_repetition,ring the bell on the desk to get her attention,2
azlydo.wav,nonword_repetition,feeb,KG
buujix.wav,nonword_repetition,muhheegperteyvneek,1
bswwfx.wav,nonword_repetition,goomdachahytowb,1
iqzahx.wav,blending,sheep,KG
ajaeih.wav,nonword_repetition,neygfowtvahkeeb,1
mbsusm.wav,sentence_repetition,as the sun began to set the boys made their way home,1
mkxbzc.wav,sentence_repetition,although she had already eaten breakfast her father made her a snack,1
ldednk.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,1
fggzyl.wav,deletion,bee,KG
jndquz.wav,blending,smoke,KG
eensha.wav,nonword_repetition,kuhcheyvap,1
eevjme.wav,nonword_repetition,mowteydpermeek,KG
etltrq.wav,deletion,eat,KG
irbqks.wav,blending,mud,KG
anmfbe.wav,nonword_repetition,nuhvoikheyf,KG
kukkys.wav,sentence_repetition,unplug the light in your room and then open the window carefully,1
aqnbvg.wav,nonword_repetition,neyvoocheeb,KG
ffslnp.wav,deletion,rock,KG
mjurpx.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG
jlpzdw.wav,blending,football,KG
ihquup.wav,blending,fly,KG
erhbai.wav,deletion,bet,1
hafcxd.wav,deletion,bell,1
mwlpnl.wav,sentence_repetition,if lily did not have a broken finger she would play tennis with her friends,1
cmrydy.wav,nonword_repetition,vugoobuhcheen,KG
bukuqt.wav,nonword_repetition,voimkeeg,KG
actbaw.wav,nonword_repetition,keevnamoiftowg,1
fmgzvc.wav,deletion,spit,1
jaoecj.wav,blending,railroad,KG
icuorh.wav,blending,food,KG
ljfwjt.wav,sentence_repetition,the children can play but they need to be quiet,1
msjbvm.wav,sentence_repetition,the chair the man built is sturdy and strong,KG
acqoca.wav,nonword_repetition,cheyvpoigefheeb,1
gbvqbw.wav,deletion,end,KG
dzynfw.wav,nonword_repetition,mookbowf,KG
lrbaia.wav,sentence_repetition,the truck slowed down and parked on the side of the busy road,KG
lynagx.wav,sentence_repetition,the worker already finished all his projects for today,1
jroqiq.wav,blending,strawberry,KG
ekjdqb.wav,deletion,bee,1
lxoqsy.wav,sentence_repetition,where are all those big trucks on the interstate going,2
afentd.wav,nonword_repetition,deefkurvuhgoob,KG
cbkuao.wav,nonword_repetition,chohvderfowbneeteyf,1
kchyfy.wav,sentence_repetition,the children can play but they need to be quiet,1
ldfxqh.wav,sentence_repetition,why does a flower need sun and rain to grow,KG
dysjxb.wav,nonword_repetition,powfberkahym,1
ilntei.wav,blending,fish,KG
ivjudo.wav,blending,smell,KG
axijxv.wav,nonword_repetition,geemtohf,KG
huiisi.wav,blending,fish,KG
hssyzu.wav,blending,rabbit,KG
bbjrjw.wav,nonword_repetition,neygmuhgefdeeb,2
cftnyf.wav,nonword_repetition,moid,KG
dadwmx.wav,nonword_repetition,chohgfeem,KG
ckmial.wav,nonword_repetition,kuhcheyvap,1
dgpiec.wav,nonword_repetition,choibeygorb,KG
jnywbi.wav,blending,kite,KG
actjyt.wav,nonword_repetition,vugoobuhcheen,1
kmondf.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG
hwjznb.wav,blending,smoke,KG
ezaaux.wav,deletion,eat,KG
fscipf.wav,deletion,free,KG
hobvtx.wav,deletion,no,KG
lscllu.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3
khufar.wav,sentence_repetition,quickly pick up the toys that were dumped out of that box,3
drlodk.wav,nonword_repetition,vohp,KG
bwtkrq.wav,nonword_repetition,kuhcheyvap,1
aysmgf.wav,nonword_repetition,purvanuhkahyd,KG
cbcbju.wav,nonword_repetition,muhheegperteyvneek,1
ertlcs.wav,deletion,hot,1
hgzchr.wav,deletion,free,KG
ebslve.wav,nonword_repetition,dowkheefpuhgoov,KG
ikrltu.wav,blending,paper,KG
fzlyes.wav,deletion,nap,KG
adtbmh.wav,nonword_repetition,boifneekahyb,KG
afunox.wav,nonword_repetition,mowteydpermeek,KG
auexap.wav,nonword_repetition,chohmgowhoidfeeg,2
jqsupj.wav,blending,mad,KG
irlvvz.wav,blending,desk,KG
jdvucb.wav,blending,rabbit,KG
anmguu.wav,nonword_repetition,gowb,KG
frvkpy.wav,deletion,tell,KG
iiqodh.wav,blending,butterfly,KG
bvbjwb.wav,nonword_repetition,nohfteyg,1
jqnvgp.wav,blending,backpack,KG
ejqlhf.wav,deletion,lip,KG
cztmoz.wav,nonword_repetition,goomdachahytowb,KG
ffhwns.wav,deletion,eat,KG
eyxeao.wav,deletion,tray,2
kkoeem.wav,sentence_repetition,the birds chirped loudly as the sun rose,KG
cmpksa.wav,nonword_repetition,vugoobuhcheen,KG
ltvmcg.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3
hurokw.wav,blending,umbrella,KG
dofimk.wav,nonword_repetition,deevmeygpohf,1
dmwzga.wav,nonword_repetition,kuhcheyvap,1
aqabnf.wav,nonword_repetition,kuhcheyvap,KG
khvxib.wav,sentence_repetition,tell your little brother he needs to wash his socks,2
iuuypc.wav,blending,remember,KG
kbncpd.wav,sentence_repetition,as the sun began to set the boys made their way home,1
ebofyb.wav,nonword_repetition,bowgeefmuhtoib,KG
kacumq.wav,sentence_repetition,those five fluffy sheep belong to our neighbor across the street,2
lxbrlg.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3
fklhof.wav,deletion,kid,KG
frcmom.wav,deletion,lip,KG
dllrao.wav,nonword_repetition,kefnuhvohkmerforb,KG
kuyfia.wav,sentence_repetition,instead of staying at the office she went home,KG
juwtlb.wav,blending,fly,KG
lkyzsz.wav,sentence_repetition,the boy bought himself a brand new alarm clock,KG
mdierz.wav,sentence_repetition,put the chicken in the freezer before you leave,KG
hxbbmb.wav,blending,cow,KG
hxcuck.wav,blending,rabbit,KG
kkcybb.wav,sentence_repetition,the bat wakes up at night and tries to catch small bugs,3
flwvot.wav,deletion,rink,1
klfnus.wav,sentence_repetition,this morning i wanted to go to the park but the bus was too late,2
fsdeer.wav,deletion,old,KG
jxmijd.wav,sentence_repetition,are we going to visit grandmas house to see her two new cats today,2
dlgsrt.wav,nonword_repetition,forbmuhteevheynohg,2
mupynt.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG
iwptyj.wav,blending,sheep,KG
kiwigx.wav,sentence_repetition,those five fluffy sheep belong to our neighbor across the street,2
hcumls.wav,deletion,tell,KG
edpuue.wav,nonword_repetition,voimkooheefgahyp,1
irsiwu.wav,blending,smoke,KG
dzfqnb.wav,nonword_repetition,moifteyvook,KG
dsyfuh.wav,nonword_repetition,cheemkeev,KG
mmrukv.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,1
dsottl.wav,nonword_repetition,koodverheek,KG
dvzwcl.wav,nonword_repetition,neyvoocheeb,KG
jifsyu.wav,blending,bacon,KG
ajtccd.wav,nonword_repetition,vugoobuhcheen,KG
iclqwd.wav,blending,coat,KG
fzohuu.wav,deletion,plan,KG
houdvv.wav,blending,sunday,KG
hjhtmj.wav,deletion,ore,2
hvoasn.wav,blending,pancake,KG
lnbmcz.wav,sentence_repetition,go help out the doctors until you are too tired,KG
epixhb.wav,deletion,rink,1
bgtsen.wav,nonword_repetition,derfoimhowk,KG
drkpap.wav,nonword_repetition,vohp,KG
bzpsku.wav,nonword_repetition,chohfmoonorbkahyheyb,2
mszkiw.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
fwsvvt.wav,deletion,chain,1
jqwxal.wav,blending,paper,KG
naaqih.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
mrzqar.wav,sentence_repetition,the boy bought himself a brand new alarm clock,KG
alcghk.wav,nonword_repetition,tohfpeeg,KG
ifkzwn.wav,blending,wig,KG
jsnrur.wav,blending,saw,KG
eanyrx.wav,nonword_repetition,mookbowf,KG
hleqwx.wav,deletion,key,KG
jlssif.wav,blending,coat,KG
hzxmdf.wav,blending,fish,KG
dndtjs.wav,nonword_repetition,cheemkeev,KG
hwxdxi.wav,blending,knife,KG
hlbrge.wav,deletion,rock,KG
gqyifr.wav,deletion,bell,KG
hkkdva.wav,deletion,spit,1
ifrdzb.wav,blending,fish,KG
jsylef.wav,blending,eyelash,KG
mfmxjv.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
gtspsg.wav,deletion,bee,KG
gxtvkp.wav,deletion,end,KG
lmqbdx.wav,sentence_repetition,why does the science lab smell like smoke,1
gwezcl.wav,deletion,ate,KG
esvuqe.wav,deletion,bell,KG
hiavvt.wav,deletion,bed,KG
dggrzd.wav,nonword_repetition,cheyvpuhgef,2
ahorer.wav,nonword_repetition,goomdachahytowb,1
csanhd.wav,nonword_repetition,kuhcheyvap,KG
hvatgv.wav,blending,smoke,KG
cfruqp.wav,nonword_repetition,geemtohf,KG
iwhmee.wav,blending,rabbit,KG
hpygkl.wav,blending,fish,KG
embavv.wav,deletion,bell,1
diejpo.wav,nonword_repetition,goomdachahytowb,1
exsvkl.wav,deletion,tell,KG
gktqlz.wav,deletion,hair,KG
itfeoh.wav,blending,sheep,KG
ilstad.wav,blending,football,KG
hmuwdp.wav,deletion,slash,2
jnayoo.wav,blending,tiger,KG
mviplw.wav,sentence_repetition,the bat wakes up at night and tries to catch small bugs,3
idhott.wav,blending,snake,KG
fimqzz.wav,deletion,eat,KG
hdklyy.wav,deletion,eat,KG
eguznz.wav,nonword_repetition,derfoimhowk,KG
kuyglt.wav,sentence_repetition,where did you put that new pencil i just bought yesterday,1
jigypf.wav,blending,sheep,KG
hhcrgy.wav,deletion,ate,KG
kgwudp.wav,sentence_repetition,the children can play but they need to be quiet,KG
lzoreq.wav,sentence_repetition,whenever the bell rings walk through those doors,1
gmjbvs.wav,deletion,shell,KG
luorsa.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3
bmuyvf.wav,nonword_repetition,neymooheyfgowb,KG
kgixur.wav,sentence_repetition,why does a flower need sun and rain to grow,KG
ewrpiy.wav,deletion,tire,2
fqxych.wav,deletion,day,KG
cfrcfj.wav,nonword_repetition,kefnuhvohkmerforb,KG
ffmzqe.wav,deletion,fall,KG
gpiuwd.wav,deletion,sand,KG
cewcvt.wav,nonword_repetition,moid,KG
iapmsg.wav,blending,snake,KG
fertif.wav,deletion,ore,KG
jgxkwz.wav,blending,fly,KG
mxqqdh.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
mjrunx.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
evrlbd.wav,deletion,an,KG
mavssb.wav,sentence_repetition,this morning i wanted to go to the park but the bus was too late,2
dbojsy.wav,nonword_repetition,gowb,KG
lflgbb.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
ebcefo.wav,nonword_repetition,forbtermahyvnad,KG
hzklot.wav,blending,fly,KG
gprvky.wav,deletion,is,KG
dcpyek.wav,nonword_repetition,heefkuhpevnohg,2
gxfvzn.wav,deletion,old,KG
fqpgea.wav,deletion,tell,KG
lvraqj.wav,sentence_repetition,rather than bake cookies the woman decided to make an apple pie,2
mwykqc.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
dodvjv.wav,nonword_repetition,doovkeepohfmerbeyg,1
jkknzm.wav,blending,desk,KG
ixfjdo.wav,blending,eyelash,KG
fqnwha.wav,deletion,bee,KG
audhgl.wav,nonword_repetition,goomdachahytowb,2
lxxicq.wav,sentence_repetition,the birds are flying quickly,KG
cscflz.wav,nonword_repetition,verdboim,KG
cyovov.wav,nonword_repetition,chohmgowhoidfeeg,2
bpejdv.wav,nonword_repetition,neyvoocheeb,KG
abgtlf.wav,nonword_repetition,dakgowmuhkoov,1
jrmhrn.wav,blending,potato,KG
kwswtf.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG
myheuf.wav,sentence_repetition,would he rather play soccer or watch the game on tv,2
ipqzzt.wav,blending,kite,KG
mzeynu.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG
mepvxn.wav,sentence_repetition,the children can play but they need to be quiet,KG
dvwprg.wav,nonword_repetition,vugoobuhcheen,KG
iqwvlm.wav,blending,sleep,KG
mgqzrm.wav,sentence_repetition,quickly pick up the toys that were dumped out of that box,3
myjvzi.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,3
muwekv.wav,sentence_repetition,those five fluffy sheep belong to our neighbor across the street,2
mtsokl.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG
mnkewd.wav,sentence_repetition,the children can play but they need to be quiet,1
iwedwf.wav,blending,toothpaste,KG
kwwnxi.wav,sentence_repetition,the children can play but they need to be quiet,1
aeyyts.wav,nonword_repetition,chav,KG
ekgjfk.wav,deletion,tell,1
enfnlr.wav,deletion,bee,KG
iuugqx.wav,blending,fish,KG
fgvjgx.wav,deletion,it,KG
lpecen.wav,sentence_repetition,will we play games at your cousins party,KG
ejhayv.wav,deletion,old,KG
lolxbw.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,2
gkhtlv.wav,deletion,wing,KG
fniunp.wav,deletion,lap,KG
cffcbk.wav,nonword_repetition,kahybeymookdowb,KG
dsedbq.wav,nonword_repetition,moid,KG
lgtrgk.wav,sentence_repetition,the children can play but they need to be quiet,KG
dixqyl.wav,nonword_repetition,neygfowtvahkeeb,1
gyrlcn.wav,deletion,lap,KG
irunem.wav,blending,sleep,KG
fbtfsh.wav,deletion,low,KG
bgkrfe.wav,nonword_repetition,kahymneevohkmuhfoig,1
cwagit.wav,nonword_repetition,gahyfmowb,KG
amsano.wav,nonword_repetition,toovhohgneeb,KG
gncitu.wav,deletion,old,KG
lblwuz.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1
luquun.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
lrppvm.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
cyblon.wav,nonword_repetition,tevkeeberfowt,1
fwijpt.wav,deletion,cook,KG
ahmvxe.wav,nonword_repetition,bowmhoideegmohf,1
jocmnr.wav,blending,food,KG
cwtoom.wav,nonword_repetition,buhkahypvermoid,1
cwbeay.wav,nonword_repetition,tevbeenorb,1
ltqnwz.wav,sentence_repetition,please read this book my grandmother gave me when she came back from vacation,3
cndjxn.wav,nonword_repetition,koovnorb,1
bjvqse.wav,nonword_repetition,vugoobuhcheen,KG
ahoypo.wav,nonword_repetition,goifpahyd,1
lxinnk.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3
geeipd.wav,deletion,tie,KG
gqklhu.wav,deletion,car,KG
jhtisw.wav,blending,sheep,KG
asckjr.wav,nonword_repetition,goomdachahytowb,KG
halkgq.wav,deletion,tire,2
hfzblx.wav,deletion,old,KG
clbqwl.wav,nonword_repetition,doovkeepohfmerbeyg,1
fifqqy.wav,deletion,eat,2
hyqxem.wav,blending,rabbit,KG
bagoku.wav,nonword_repetition,kuhcheyvap,1
iwsakj.wav,blending,fox,KG
jsncqb.wav,blending,fish,KG
borgoy.wav,nonword_repetition,moifteyvook,KG
mluubt.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,2
kexnqt.wav,sentence_repetition,although she had already eaten breakfast her father made her a snack,KG
cnyxue.wav,nonword_repetition,toovhohgneeb,KG
grjtyb.wav,deletion,bet,1
bjzqxf.wav,nonword_repetition,goomdachahytowb,1
gixoqb.wav,deletion,fall,KG
jqsinj.wav,blending,mother,KG
lsilrf.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,1
cgwxfd.wav,nonword_repetition,huhvohkdooteyf,KG
eeqcxd.wav,nonword_repetition,tevkeeberfowt,1
ciaogy.wav,nonword_repetition,vugoobuhcheen,KG
khwfjf.wav,sentence_repetition,his friend has an old guitar that you could borrow if you would like,3
fepjdm.wav,deletion,nap,KG
htumid.wav,blending,food,KG
kjmxgl.wav,sentence_repetition,the children can play but they need to be quiet,1
bozwwp.wav,nonword_repetition,goomdachahytowb,1
fqqneq.wav,deletion,win,KG
eenirn.wav,nonword_repetition,koovnorb,1
fxpeto.wav,deletion,tray,2
inagmv.wav,blending,birthday,KG
fhzflq.wav,deletion,miss,1
knnqnt.wav,sentence_repetition,was the boy with his friends during the movie,1
ljrgxu.wav,sentence_repetition,put the food in the freezer before you leave,KG
lisyju.wav,sentence_repetition,there werent any letters in the neighbors mailbox,KG
lrktvf.wav,sentence_repetition,the girl who made that big cake went to the store by herself,2
myvagb.wav,sentence_repetition,because it is raining can we play some video games that i downloaded last week,3
fidisr.wav,deletion,eat,2
lneskk.wav,sentence_repetition,he wouldnt go with his sister because he was tired,1
jhvbbm.wav,blending,mud,KG
lqizmg.wav,sentence_repetition,instead of drinking his milk willie ate a green apple,KG
jtyrkd.wav,blending,fly,KG
hthqdq.wav,blending,baby,KG
krdojf.wav,sentence_repetition,her father is not here,KG
jsbmtt.wav,blending,sheep,KG
bgquze.wav,nonword_repetition,geemtohf,KG
iyonpx.wav,blending,strawberry,KG
cjskyu.wav,nonword_repetition,vugoobuhcheen,KG
edoxzx.wav,nonword_repetition,goomdachahytowb,1
iysdpu.wav,blending,face,KG
dfagcs.wav,nonword_repetition,bohfneymeevgorb,2
dexkfu.wav,nonword_repetition,chohvderfowbneeteyf,1
iwzprr.wav,blending,mother,KG
gqgvzy.wav,deletion,tell,1
mmyiop.wav,sentence_repetition,the family will not be going on vacation until school is out in june,1
mpwxxy.wav,sentence_repetition,the children can play but they need to be quiet,KG
fthoyh.wav,deletion,ate,KG
kcdror.wav,sentence_repetition,we have had to stop playing outside because it has rained so much,1
cdrzdz.wav,nonword_repetition,vergowfduhboik,KG
gzvlbd.wav,deletion,it,KG
hpazjj.wav,blending,fast,KG
lkfluc.wav,sentence_repetition,we have had to stop playing outside because it has rained so much,1
lfazqe.wav,sentence_repetition,because her aunt lives across town she should leave early for her visit,2
hfruoq.wav,deletion,far,KG
czesqt.wav,nonword_repetition,kuhcheyvap,1
hygtjt.wav,blending,bacon,KG
kokhio.wav,sentence_repetition,he wouldnt go with his sister because he was tired,KG
eocvho.wav,deletion,seal,1
jibwow.wav,blending,rabbit,KG
fdtvzf.wav,deletion,key,KG
lnptfu.wav,sentence_repetition,the boy bought himself a brand new alarm clock,KG
aprshv.wav,nonword_repetition,feeb,KG
iuepfb.wav,blending,bag,KG
aszbip.wav,nonword_repetition,toifkerpohgvoomef,1
hiqbwg.wav,deletion,fall,KG
ljgfpi.wav,sentence_repetition,play with your friends when you are at their house,KG
aaatiq.wav,nonword_repetition,kahybeymookdowb,KG
mlymvo.wav,sentence_repetition,the children can play but they need to be quiet,KG
msomzf.wav,sentence_repetition,the children can play but they need to be quiet,KG
kyakmc.wav,sentence_repetition,the boy never eats carrots but sometimes he likes broccoli,KG
